alpha_id,expression,settings_json,region,universe,delay,neutralization,decay,truncation,sharpe,fitness,turnover,returns,drawdown,margin,date_created,new_alpha_id,resim_status
YPNgAaZv,"((group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)+(-rank(ts_delta(close, 2)))*0.30)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,4,0.035,2.07,1.68,0.1189,0.0828,0.0406,0.001393,2026-07-03T13:25:51Z,3H7GuygfD4Fq90qGgC0tzCV,DONE
YPQL3a6A,"(group_rank(ts_delta(anl4_fs_actuals_advanced_qf_nd_ebitda_value, 126)/cap, subindustry)-0.5)*0.8+(-rank(ts_delta(close, 126)))*0.2","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.52,1.22,0.0446,0.0805,0.0372,0.003611,2026-07-03T13:25:51Z,,SKIP:below_threshold
YPQX9Qkq,"(group_rank(ts_delta(mdl77_growthanalystmodel_qga_opmarginsales,252)/cap,market)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.49,1.39,0.15,0.1313,0.0764,0.001751,2026-07-03T13:25:51Z,,SKIP:below_threshold
YPQZ7R9M,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)*0.70+(-rank(ts_delta(close, 2)))*0.30), 126), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.5,1.24,0.0143,0.0857,0.0885,0.012016,2026-07-03T13:25:51Z,,SKIP:below_threshold
YPQj7v6q,"(group_rank(ts_delta(mdl177_deepvaluefactor_ebitdaev_alt,252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.52,1.23,0.1492,0.0976,0.0657,0.001308,2026-07-03T13:25:51Z,,SKIP:below_threshold
YPQnL316,"group_rank(ts_delta(anl4_fs_actuals_advanced_qf_nd_ebitda_value, 126)/cap, sector)-0.5","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.55,1.44,0.0285,0.1078,0.0897,0.00757,2026-07-03T13:25:51Z,,SKIP:below_threshold
YPQw2dXw,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)+(-rank(ts_delta(close, 2)))*0.30), 252), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.42,1.24,0.0125,0.0949,0.1053,0.015193,2026-07-03T13:25:51Z,,SKIP:below_threshold
YPQw9b3v,"(ts_rank(anl4_ebitda_value/cap, 63)-0.5)+(-rank(ts_delta(close, 2)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.38,1.11,0.19,0.1228,0.0823,0.001292,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYj6Rqn3,"(group_rank(operating_expense/cap, subindustry)-0.5)+(-rank(ts_delta(close, 2)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 0, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,0,0.06,1.42,1.07,0.2198,0.125,0.1461,0.001137,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYjJ8LP8,"((ts_rank(anl4_ebitda_value/cap, 126)-0.5)+(-rank(ts_delta(close, 2)))*0.25)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.43,1.18,0.1685,0.1152,0.0803,0.001367,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYjJ8aL8,"((ts_rank(ebitda_reported_value/cap, 126)-0.5)+(-rank(ts_delta(close, 2)))*0.25)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.43,1.18,0.1691,0.1148,0.0818,0.001358,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYjJ9bnZ,"(group_rank(ts_delta(anl4_fs_actual_1qf_v4_nd_ebitda_value, 126)/cap, subindustry)-0.5)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.51,1.25,0.0702,0.0856,0.0546,0.00244,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYjJV913,"((ts_rank(anl4_ebitda_value/cap, 126)-0.5)+(-rank(ts_delta(close, 2)))*0.25)*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.47,1.2,0.1749,0.1174,0.0822,0.001342,2026-07-03T13:25:51Z,PRT7WcRk4ib9VT2tHaGI3u,DONE
ZYjK9X9Y,"((group_rank(ebitda_reported_value/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 42)))*0.3)*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,4,0.035,1.26,1.06,0.0945,0.0878,0.0873,0.001857,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYjKMEm1,"(ts_rank(ebitda_reported_value/cap, 126)-0.5)+(-rank(ts_delta(close, 2)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,4,0.035,1.87,1.42,0.1616,0.0926,0.0388,0.001146,2026-07-03T13:25:51Z,16zMRm2gV52w97PdEYMrqyu,DONE
ZYjKob1n,"((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.75+(-rank(ts_delta(close, 2)))*0.25)*rank(ts_mean(volume, 21)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,4,0.035,1.81,1.03,0.2602,0.0845,0.0373,0.00065,2026-07-03T13:25:51Z,3J4zK34W84yAbfWlGopJd8B,DONE
ZYjOZ2mY,"((group_rank(ebitda_reported_value/cap, subindustry)-0.5)+(-rank(ts_delta(close, 5)))*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.5,1.41,0.1,0.1106,0.0781,0.002211,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYjbe3P0,"(group_rank(ts_delta(fnd6_mfma2_opeps, 21)/cap, subindustry)-0.5)*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,4,0.035,1.3,1.2,0.1283,0.1096,0.1091,0.001708,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYjo05dQ,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 63)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 5, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,5,0.05,1.9,1.54,0.0378,0.0826,0.0501,0.004376,2026-07-03T13:25:51Z,3SWBsuez350qbc214VTBEKKG,DONE
ZYjo0glY,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 2)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 10, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,10,0.04,2.01,1.71,0.0581,0.0908,0.0382,0.003125,2026-07-03T13:25:51Z,WyJOt8rQ5g9c53kYu06mzv,DONE
ZYjoqV8j,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, sector)-0.5)*0.70+(-rank(ts_delta(close, 2)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 5, ""neutralization"": ""SECTOR"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SECTOR,5,0.05,2.15,1.97,0.137,0.1154,0.0411,0.001684,2026-07-03T13:25:51Z,2SsDEwh0Q5dDc8IRuQ8hX4G,DONE
ZYjowZp8,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.70+(-rank(ts_delta(close, 42)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 10, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,10,0.04,1.91,1.64,0.0395,0.0919,0.0448,0.004654,2026-07-03T13:25:51Z,2vzCs3ar74QEcL1h2wBSlW8,DONE
ZYjpVNj0,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.70+(-rank(ts_delta(close, 21)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,4,0.035,1.9,1.63,0.0702,0.0918,0.0386,0.002615,2026-07-03T13:25:51Z,4skh05cy456h8NmwGVfLbmN,DONE
ZYr2KYwn,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.75+(-rank(ts_delta(close, 2)))*0.25), 63), industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.74,1.43,0.0168,0.0846,0.0446,0.010078,2026-07-03T13:25:51Z,2UGKpSgto4kJaIxcgqDsJVF,DONE
ZYr3gZWj,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.80+(-rank(ts_delta(close, 2)))*0.20","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.03,1.98,0.1051,0.119,0.0499,0.002264,2026-07-03T13:25:51Z,3cUSezek651DaguswtWrLWQ,DONE
ZYr3oROY,"(group_rank(ts_delta(capex_to_total_assets, 126)/cap, industry)-0.5)*0.75+(-rank(ts_delta(close, 2)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.03,1.73,0.1432,0.1041,0.0409,0.001455,2026-07-03T13:25:51Z,2zXv0AbP74vkchoK4x23pBj,DONE
ZYr3rYo3,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.70+(-rank(ts_delta(close, 63)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.49,1.34,0.0493,0.1004,0.0772,0.004073,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYrYkRd1,"group_neutralize(ts_zscore(anl4_fs_actual_1qf_v4_nd_ebitda_value/cap,126)+(ts_rank(vwap/close,126)-0.5)*0.3,sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.42,1.26,0.1007,0.0982,0.078,0.001951,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYrZakKx,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.80+(-rank(ts_delta(close, 3)))*0.20","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.0,1.94,0.0997,0.1176,0.051,0.002359,2026-07-03T13:25:51Z,3m4Gy82lX56BcntFJzKbl78,DONE
ZYrkNQKQ,"(group_rank(ts_delta(anl4_fs_detail_estimates_advanced_af_nd_totassets_low,252)/cap,market)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.57,1.3,0.1395,0.095,0.1086,0.001363,2026-07-03T13:25:51Z,,SKIP:below_threshold
ZYrkk388,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.80+(-rank(ts_delta(close, 21)))*0.20), 63), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.66,1.41,0.0158,0.0905,0.0651,0.011429,2026-07-03T13:25:51Z,3ZgA7fdv4If9HVXTOA6Id6,DONE
akA9V2R5,"group_neutralize(rank(ts_mean((fnd6_cld2/cap), 40)), bucket(rank(cap), range=""0.1,1,0.1""))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 0, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.0800004, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,0,0.0800004,1.56,1.25,0.0421,0.0804,0.0562,0.003821,2026-07-03T13:25:51Z,4jUY4790u53hbfTczOi537m,DONE
akApPJAv,"group_rank(ts_delta(fnd6_mrcta, 42)/cap, industry) - 0.5","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 0, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.08, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,0,0.08,1.39,1.0,0.0468,0.0644,0.0677,0.002751,2026-07-03T13:25:51Z,,SKIP:below_threshold
akNA6729,"(group_rank(anl4_ebitda_value/cap, industry)-0.5)*0.7+(-rank(ts_delta(close, 10)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 2, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,2,0.04,1.27,1.26,0.1252,0.1231,0.1104,0.001966,2026-07-03T13:25:51Z,,SKIP:below_threshold
akNE3Ye9,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)*0.80+(-rank(ts_delta(close, 126)))*0.20","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,4,0.035,1.51,1.0,0.0404,0.0544,0.0559,0.002692,2026-07-03T13:25:51Z,,SKIP:below_threshold
