cluster_id,family,data_fields,cluster_size,avg_sharpe,avg_turnover,expression,sharpe,turnover,failure_reasons
near_pass_variant|anl4_ebitda_value_close_vwap,near_pass_variant,anl4_ebitda_value | close | vwap,517,2.0,0.14266,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",2.0,0.1429,"check: metric_pass:self_correlation_pending
LOW_SHARPE:PASS:2.0/1.25; LOW_FITNESS:PASS:1.89/1.0; LOW_TURNOVER:PASS:0.1429/0.01; HIGH_TURNOVER:PASS:0.1429/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.34/0.87; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
ok

Aggregate Data:
Sharpe
2.00
Turnover
14.29%
Fitness
1.89
Returns
12.79%
Drawdown
5.98%
Margin
0.00‱"
near_pass_variant|anl4_ebitda_value_close_vwap,near_pass_variant,anl4_ebitda_value | close | vwap,517,2.0,0.14266,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3",2.0,0.1423,"check: check_timeout:pending
ok

Aggregate Data:
Sharpe
2.00
Turnover
14.23%
Fitness
1.90
Returns
12.80%
Drawdown
6.25%
Margin
0.00‱"
near_pass_variant|anl4_ebitda_value_close_vwap,near_pass_variant,anl4_ebitda_value | close | vwap,517,2.0,0.14266,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3",2.0,0.1429,"check: check_timeout:pending
ok

Aggregate Data:
Sharpe
2.00
Turnover
14.29%
Fitness
1.89
Returns
12.79%
Drawdown
5.98%
Margin
0.00‱"
near_pass_variant|anl4_ebitda_value_close_vwap,near_pass_variant,anl4_ebitda_value | close | vwap,517,2.0,0.14266,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3",2.0,0.1423,"check: poll_only
LOW_SHARPE:PASS:2.0/1.25; LOW_FITNESS:PASS:1.9/1.0; LOW_TURNOVER:PASS:0.1423/0.01; HIGH_TURNOVER:PASS:0.1423/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.36/0.87; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
ok

Aggregate Data:
Sharpe
2.00
Turnover
14.23%
Fitness
1.90
Returns
12.80%
Drawdown
6.25%
Margin
0.00‱"
near_pass_variant|anl4_ebitda_value_close_vwap,near_pass_variant,anl4_ebitda_value | close | vwap,517,2.0,0.14266,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",2.0,0.1429,"check: poll_only
LOW_SHARPE:PASS:2.0/1.25; LOW_FITNESS:PASS:1.89/1.0; LOW_TURNOVER:PASS:0.1429/0.01; HIGH_TURNOVER:PASS:0.1429/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.34/0.87; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
ok

Aggregate Data:
Sharpe
2.00
Turnover
14.29%
Fitness
1.89
Returns
12.79%
Drawdown
5.98%
Margin
0.00‱"
near_pass_variant|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,near_pass_variant,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,273,1.9899999999999998,0.1429,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",1.99,0.1429,"check: check_timeout:pending
ok

Aggregate Data:
Sharpe
1.99
Turnover
14.29%
Fitness
1.88
Returns
12.76%
Drawdown
5.95%
Margin
0.00‱"
near_pass_variant|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,near_pass_variant,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,273,1.9899999999999998,0.1429,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",1.99,0.1429,"check: check_timeout:pending
ok

Aggregate Data:
Sharpe
1.99
Turnover
14.29%
Fitness
1.88
Returns
12.76%
Drawdown
5.95%
Margin
0.00‱"
near_pass_variant|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,near_pass_variant,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,273,1.9899999999999998,0.1429,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",1.99,0.1429,"check: check_timeout:pending
ok

Aggregate Data:
Sharpe
1.99
Turnover
14.29%
Fitness
1.88
Returns
12.76%
Drawdown
5.95%
Margin
0.00‱"
near_pass_variant|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,near_pass_variant,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,273,1.9899999999999998,0.1429,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",1.99,0.1429,"check: poll_only
LOW_SHARPE:PASS:1.99/1.25; LOW_FITNESS:PASS:1.88/1.0; LOW_TURNOVER:PASS:0.1429/0.01; HIGH_TURNOVER:PASS:0.1429/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.34/0.86; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
ok

Aggregate Data:
Sharpe
1.99
Turnover
14.29%
Fitness
1.88
Returns
12.76%
Drawdown
5.95%
Margin
0.00‱"
near_pass_variant|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,near_pass_variant,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,273,1.9899999999999998,0.1429,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",1.99,0.1429,"check: poll_only
LOW_SHARPE:PASS:1.99/1.25; LOW_FITNESS:PASS:1.88/1.0; LOW_TURNOVER:PASS:0.1429/0.01; HIGH_TURNOVER:PASS:0.1429/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.34/0.86; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
ok

Aggregate Data:
Sharpe
1.99
Turnover
14.29%
Fitness
1.88
Returns
12.76%
Drawdown
5.95%
Margin
0.00‱"
unknown|adv20_anl4_ebitda_value_close_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | volume | vwap,32,,,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3)*rank(ts_mean(volume, 63)/adv20)",,,
unknown|adv20_anl4_ebitda_value_close_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | volume | vwap,32,,,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3)*rank(ts_mean(volume, 63)/(1+adv20))",,,
unknown|adv20_anl4_ebitda_value_close_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | volume | vwap,32,,,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3)*rank(ts_mean(volume, 63)/adv20)",,,
unknown|adv20_anl4_ebitda_value_close_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | volume | vwap,32,,,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 63)/adv20)",,,
unknown|adv20_anl4_ebitda_value_close_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | volume | vwap,32,,,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 63)/(1+adv20))",,,
unknown|adv20_assets_close_volume_vwap,unknown,adv20 | assets | close | volume | vwap,26,,,"((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))",,,
unknown|adv20_assets_close_volume_vwap,unknown,adv20 | assets | close | volume | vwap,26,,,"((group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))",,,
unknown|adv20_assets_close_volume_vwap,unknown,adv20 | assets | close | volume | vwap,26,,,"((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))",,,
unknown|adv20_assets_close_volume_vwap,unknown,adv20 | assets | close | volume | vwap,26,,,"((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)",,,
unknown|adv20_assets_close_volume_vwap,unknown,adv20 | assets | close | volume | vwap,26,,,"((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))",,,
unknown|anl4_ebitda_value_close_vwap,unknown,anl4_ebitda_value | close | vwap,22,,,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3",,,
unknown|anl4_ebitda_value_close_vwap,unknown,anl4_ebitda_value | close | vwap,22,,,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3",,,
unknown|anl4_ebitda_value_close_vwap,unknown,anl4_ebitda_value | close | vwap,22,,,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",,,
unknown|anl4_ebitda_value_close_vwap,unknown,anl4_ebitda_value | close | vwap,22,,,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3",,,
unknown|anl4_ebitda_value_close_vwap,unknown,anl4_ebitda_value | close | vwap,22,,,"(group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3",,,
near_pass_variant|assets_close_vwap,near_pass_variant,assets | close | vwap,12,1.902,0.13378,"(group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",1.93,0.1505,"check: check_timeout:pending
ok

Aggregate Data:
Sharpe
1.93
Turnover
15.05%
Fitness
1.59
Returns
10.18%
Drawdown
6.94%
Margin
0.00‱"
near_pass_variant|assets_close_vwap,near_pass_variant,assets | close | vwap,12,1.902,0.13378,"(group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",1.93,0.1505,"check: poll_only
LOW_SHARPE:PASS:1.93/1.25; LOW_FITNESS:PASS:1.59/1.0; LOW_TURNOVER:PASS:0.1505/0.01; HIGH_TURNOVER:PASS:0.1505/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.38/0.84; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
ok

Aggregate Data:
Sharpe
1.93
Turnover
15.05%
Fitness
1.59
Returns
10.18%
Drawdown
6.94%
Margin
0.00‱"
near_pass_variant|assets_close_vwap,near_pass_variant,assets | close | vwap,12,1.902,0.13378,"(group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",1.93,0.1505,"check: check_timeout:pending
ok

Aggregate Data:
Sharpe
1.93
Turnover
15.05%
Fitness
1.59
Returns
10.18%
Drawdown
6.94%
Margin
0.00‱"
near_pass_variant|assets_close_vwap,near_pass_variant,assets | close | vwap,12,1.902,0.13378,"(group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",1.86,0.1087,"check: metric_pass:self_correlation_pending
LOW_SHARPE:PASS:1.86/1.25; LOW_FITNESS:PASS:1.63/1.0; LOW_TURNOVER:PASS:0.1087/0.01; HIGH_TURNOVER:PASS:0.1087/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.81; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
ok

Aggregate Data:
Sharpe
1.86
Turnover
10.87%
Fitness
1.63
Returns
9.57%
Drawdown
7.34%
Margin
0.00‱"
near_pass_variant|assets_close_vwap,near_pass_variant,assets | close | vwap,12,1.902,0.13378,"(group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",1.86,0.1087,"check: poll_only
LOW_SHARPE:PASS:1.86/1.25; LOW_FITNESS:PASS:1.63/1.0; LOW_TURNOVER:PASS:0.1087/0.01; HIGH_TURNOVER:PASS:0.1087/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.81; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
ok

Aggregate Data:
Sharpe
1.86
Turnover
10.87%
Fitness
1.63
Returns
9.57%
Drawdown
7.34%
Margin
0.00‱"
unknown|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,11,,,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",,,
unknown|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,11,,,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",,,
unknown|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,11,,,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3),-1)",,,
unknown|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,11,,,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value,252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",,,
unknown|adv20_anl4_ebitda_value_close_trade_when_volume_vwap,unknown,adv20 | anl4_ebitda_value | close | trade_when | volume | vwap,11,,,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value,252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3),-1)",,,
unknown|assets_close_vwap,unknown,assets | close | vwap,4,,,"(group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",,,
unknown|assets_close_vwap,unknown,assets | close | vwap,4,,,"(group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3",,,
unknown|assets_close_vwap,unknown,assets | close | vwap,4,,,"(group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3",,,
unknown|assets_close_vwap,unknown,assets | close | vwap,4,,,"(group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3",,,
unknown|fnd7_ointfund_qta,unknown,fnd7_ointfund_qta,4,,,"-(group_neutralize(ts_zscore(fnd7_ointfund_qta, 252), subindustry))",,,
unknown|fnd7_ointfund_qta,unknown,fnd7_ointfund_qta,4,,,"-(group_neutralize(ts_zscore(fnd7_ointfund_qta, 252), subindustry))",,,
unknown|fnd7_ointfund_qta,unknown,fnd7_ointfund_qta,4,,,"-(group_neutralize(ts_zscore(fnd7_ointfund_qta, 252), subindustry))",,,
unknown|fnd7_ointfund_qta,unknown,fnd7_ointfund_qta,4,,,"-(group_neutralize(ts_zscore(fnd7_ointfund_qta, 252), subindustry))",,,
unknown|fnd7_ointfund_qcktsrp,unknown,fnd7_ointfund_qcktsrp,2,,,"group_neutralize(ts_zscore(fnd7_ointfund_qcktsrp, 252), subindustry)",,,
unknown|fnd7_ointfund_qcktsrp,unknown,fnd7_ointfund_qcktsrp,2,,,"group_neutralize(ts_zscore(fnd7_ointfund_qcktsrp, 252), subindustry)",,,
alpha_models_template|fnd7_ointfund_qcktsrp,alpha_models_template,fnd7_ointfund_qcktsrp,2,,,"group_neutralize(ts_zscore(fnd7_ointfund_qcktsrp, 252), subindustry)",,,"check: skip_check:missing_core_metrics
ok

Aggregate Data:
Sharpe
N/A
Turnover
N/A
Fitness
N/A
Returns
N/A
Drawdown
N/A
Margin
N/A"
alpha_models_template|fnd7_ointfund_qcktsrp,alpha_models_template,fnd7_ointfund_qcktsrp,2,,,"group_neutralize(ts_zscore(fnd7_ointfund_qcktsrp, 252), subindustry)",,,"check: skip_check:missing_core_metrics
ok

Aggregate Data:
Sharpe
N/A
Turnover
N/A
Fitness
N/A
Returns
N/A
Drawdown
N/A
Margin
N/A"
alpha_models_template|max_shareholders_equity_guidance_ts_backfill,alpha_models_template,max_shareholders_equity_guidance | ts_backfill,2,0.0,0.1037,"-(group_neutralize(ts_mean(ts_backfill(max_shareholders_equity_guidance, 20), 20), industry))",0.81,0.1037,"check: check_failed:LOW_SHARPE,LOW_FITNESS,CONCENTRATED_WEIGHT
Sharpe of 0.81 is below cutoff of 1.25.
Fitness of 0.96 is below cutoff of 1.00.
Weight concentration 50% is above cutoff of 10% on 2019-11-04.

Aggregate Data:
Sharpe
0.81
Turnover
10.37%
Fitness
0.96
Returns
17.71%
Drawdown
43.46%
Margin
0.00‱"
alpha_models_template|max_shareholders_equity_guidance_ts_backfill,alpha_models_template,max_shareholders_equity_guidance | ts_backfill,2,0.0,0.1037,"group_neutralize(ts_mean(ts_backfill(max_shareholders_equity_guidance, 20), 20), industry)",-0.81,0.1037,"check: poll_only
Sharpe of -0.81 is below cutoff of 1.25.
Fitness of -0.96 is below cutoff of 1.00.
Weight concentration 50% is above cutoff of 10% on 2019-11-04.
Sub-universe Sharpe of -1.23 is below cutoff of -0.35.

Aggregate Data:
Sharpe
-0.81
Turnover
10.37%
Fitness
-0.96
Returns
-17.71%
Drawdown
97.95%
Margin
-0.00‱"
alpha_models_template|min_stock_option_expense_guidance_ts_backfill,alpha_models_template,min_stock_option_expense_guidance | ts_backfill,2,0.0,0.0059,"-(group_neutralize(ts_mean(ts_backfill(min_stock_option_expense_guidance, 20), 20), industry))",0.25,0.0059,"check: check_failed:LOW_SHARPE,LOW_FITNESS,LOW_TURNOVER
Sharpe of 0.25 is below cutoff of 1.25.
Fitness of 0.13 is below cutoff of 1.00.
Turnover of 0.59% is below cutoff of 1.00%.

Aggregate Data:
Sharpe
0.25
Turnover
0.59%
Fitness
0.13
Returns
3.16%
Drawdown
25.72%
Margin
0.01‱"
